title,date,stock,NewsDate,Ticker,TradeDate,ClosePrice,NextClose,Return1D,UpDownLabel
"UPDATE: eBay Raises Q2 Guidance: Adj. EPS From $0.73-$0.80 To $1.02-$1.06 vs $0.78 Estimate, Sales From $2.38B-$2.48B To $2.75B-$2.8B vs $2.46B Est.",2020-06-04 13:04:00+00:00,EBAY,2020-06-04,EBAY,2020-06-04,45.11787033081055,44.6242790222168,-0.010940040054520955,0
eBay Sees Q2 Volume Growth 23-26% On Year-Over-Year Basis,2020-06-04 13:02:00+00:00,EBAY,2020-06-04,EBAY,2020-06-04,45.11787033081055,44.6242790222168,-0.010940040054520955,0
"eBay Reports ~6M Buyers Were Added Over Apr., May",2020-06-04 13:02:00+00:00,EBAY,2020-06-04,EBAY,2020-06-04,45.11787033081055,44.6242790222168,-0.010940040054520955,0
eBay Raises Q2 Guidance,2020-06-04 13:01:00+00:00,EBAY,2020-06-04,EBAY,2020-06-04,45.11787033081055,44.6242790222168,-0.010940040054520955,0
Stocks That Hit 52-Week Highs On Wednesday,2020-06-03 14:45:00+00:00,EBAY,2020-06-03,EBAY,2020-06-03,42.457969665527344,45.11787033081055,0.06264785354168363,1
Stocks That Hit 52-Week Highs On Tuesday,2020-06-02 14:33:00+00:00,EBAY,2020-06-02,EBAY,2020-06-02,42.028358459472656,42.457969665527344,0.010221936373483525,1
eBay: Price Over Earnings Overview,2020-05-28 15:21:00+00:00,EBAY,2020-05-28,EBAY,2020-05-28,40.282501220703125,41.62617492675781,0.03335626302579515,1
Stocks That Hit 52-Week Highs On Thursday,2020-05-28 14:39:00+00:00,EBAY,2020-05-28,EBAY,2020-05-28,40.282501220703125,41.62617492675781,0.03335626302579515,1
"Sale Of eBay's Classifieds Segment Would Be A Financial Positive, Says BofA",2020-05-27 15:11:00+00:00,EBAY,2020-05-27,EBAY,2020-05-27,40.20964431762695,40.282501220703125,0.0018119260767554997,1
Stocks That Hit 52-Week Highs On Tuesday,2020-05-26 14:32:00+00:00,EBAY,2020-05-26,EBAY,2020-05-26,39.49014663696289,40.20964431762695,0.018219676094861866,1
In Consumers We Trust: 3 Leveraged ETFs That Surged In April,2020-05-26 13:15:00+00:00,EBAY,2020-05-26,EBAY,2020-05-26,39.49014663696289,40.20964431762695,0.018219676094861866,1
Facebook's New Shopping Feature Lifts Stock To All-Time Highs,2020-05-20 17:10:00+00:00,EBAY,2020-05-20,EBAY,2020-05-20,38.89815902709961,38.67958068847656,-0.005619246362553238,0
Stocks That Hit 52-Week Highs On Wednesday,2020-05-20 14:38:00+00:00,EBAY,2020-05-20,EBAY,2020-05-20,38.89815902709961,38.67958068847656,-0.005619246362553238,0
Stocks That Hit 52-Week Highs On Tuesday,2020-05-19 14:43:00+00:00,EBAY,2020-05-19,EBAY,2020-05-19,38.6158332824707,38.89815902709961,0.007311139515331018,1
Stocks That Hit 52-Week Highs On Monday,2020-05-18 14:44:00+00:00,EBAY,2020-05-18,EBAY,2020-05-18,38.70690155029297,38.6158332824707,-0.0023527656354497416,0
Singapore State Investor Temasek Joins Facebook's Libra Cryptocurrency Project,2020-05-15 11:02:00+00:00,EBAY,2020-05-15,EBAY,2020-05-15,38.351715087890625,38.70690155029297,0.009261292789341048,1
Amazon Calls For Federal Law Against Price Gouging During National Crises,2020-05-14 09:37:00+00:00,EBAY,2020-05-14,EBAY,2020-05-14,38.287960052490234,38.351715087890625,0.0016651457876833012,1
BZ NOTE On eBay Speculation: Saw Similar Speculation Out Of Dealreporter On May 6,2020-05-13 17:02:00+00:00,EBAY,2020-05-13,EBAY,2020-05-13,37.869022369384766,38.287960052490234,0.011062806930135043,1
eBay Shares Move Over $41.50 Level On Spike In Volume; Traders Circulate Dealreporter Speculation PE Firms Have Been Looking At Co.'s European Classifieds Segment,2020-05-13 17:01:00+00:00,EBAY,2020-05-13,EBAY,2020-05-13,37.869022369384766,38.287960052490234,0.011062806930135043,1
Stocks That Hit 52-Week Highs On Tuesday,2020-05-12 14:41:00+00:00,EBAY,2020-05-12,EBAY,2020-05-12,38.25153350830078,37.869022369384766,-0.00999989030068582,0
Stocks That Hit 52-Week Highs On Friday,2020-05-08 14:32:00+00:00,EBAY,2020-05-08,EBAY,2020-05-08,38.388145446777344,38.369930267333984,-0.00047450011537060395,0
Watching eBay Shares As Hearing Dealreporter Speculation Co.'s Classifieds Unit Is Still Drawing Interest,2020-05-06 16:27:00+00:00,EBAY,2020-05-06,EBAY,2020-05-06,37.29524612426758,37.677757263183594,0.010256297482030025,1
"eBay Reported An Amazing Quarter, But Is It Enough?",2020-05-06 15:58:00+00:00,EBAY,2020-05-06,EBAY,2020-05-06,37.29524612426758,37.677757263183594,0.010256297482030025,1
Amazon Emerges As The Winner Of The COVID-19 Outbreak,2020-05-06 14:56:00+00:00,EBAY,2020-05-06,EBAY,2020-05-06,37.29524612426758,37.677757263183594,0.010256297482030025,1
3 Analyst Takes On eBay After 'Big Improvement' In Q1,2020-04-30 20:18:00+00:00,EBAY,2020-04-30,EBAY,2020-04-30,36.27520751953125,35.74696350097656,-0.014562122581111935,0
"SunTrust Robinson Humphrey Maintains Hold on eBay, Raises Price Target to $40",2020-04-30 16:10:00+00:00,EBAY,2020-04-30,EBAY,2020-04-30,36.27520751953125,35.74696350097656,-0.014562122581111935,0
"Susquehanna Maintains Positive on eBay, Raises Price Target to $44",2020-04-30 14:49:00+00:00,EBAY,2020-04-30,EBAY,2020-04-30,36.27520751953125,35.74696350097656,-0.014562122581111935,0
"BMO Capital Maintains Outperform on eBay, Raises Price Target to $46",2020-04-30 14:09:00+00:00,EBAY,2020-04-30,EBAY,2020-04-30,36.27520751953125,35.74696350097656,-0.014562122581111935,0
"UBS Maintains Neutral on eBay, Raises Price Target to $41",2020-04-30 13:34:00+00:00,EBAY,2020-04-30,EBAY,2020-04-30,36.27520751953125,35.74696350097656,-0.014562122581111935,0
"Credit Suisse Maintains Outperform on eBay, Raises Price Target to $50",2020-04-30 13:04:00+00:00,EBAY,2020-04-30,EBAY,2020-04-30,36.27520751953125,35.74696350097656,-0.014562122581111935,0
"Morgan Stanley Maintains Equal-Weight on eBay, Raises Price Target to $38",2020-04-30 12:42:00+00:00,EBAY,2020-04-30,EBAY,2020-04-30,36.27520751953125,35.74696350097656,-0.014562122581111935,0
"B of A Securities Reiterates Neutral on eBay, Raises Price Target to $44",2020-04-30 12:29:00+00:00,EBAY,2020-04-30,EBAY,2020-04-30,36.27520751953125,35.74696350097656,-0.014562122581111935,0
15 Consumer Cyclical Stocks Moving In Thursday's Pre-Market Session,2020-04-30 11:36:00+00:00,EBAY,2020-04-30,EBAY,2020-04-30,36.27520751953125,35.74696350097656,-0.014562122581111935,0
"eBay Sees FY20 Adj. EPS $3-$3.10 vs $2.92 Estimate, Sales $9.56B-$9.76B vs $9.82B Est.",2020-04-29 20:17:00+00:00,EBAY,2020-04-29,EBAY,2020-04-29,35.546600341796875,36.27520751953125,0.020497239418917214,1
"eBay Sees Q2 Adj. EPS $0.73-$0.80 vs $0.69 Estimate, Sales $2.38B-$2.48B vs $2.4B Est.",2020-04-29 20:17:00+00:00,EBAY,2020-04-29,EBAY,2020-04-29,35.546600341796875,36.27520751953125,0.020497239418917214,1
"eBay Q1 Adj. EPS $0.770 Beats $0.720 Estimate, Sales $2.400B Beat $2.380B Estimate",2020-04-29 20:16:00+00:00,EBAY,2020-04-29,EBAY,2020-04-29,35.546600341796875,36.27520751953125,0.020497239418917214,1
Morning Market Stats in 5 Minutes,2020-04-29 15:09:00+00:00,EBAY,2020-04-29,EBAY,2020-04-29,35.546600341796875,36.27520751953125,0.020497239418917214,1
Three High-Quality Companies To Bet On In A Post-Coronavirus World,2020-04-29 10:10:00+00:00,EBAY,2020-04-29,EBAY,2020-04-29,35.546600341796875,36.27520751953125,0.020497239418917214,1
"Earnings Scheduled For April 29, 2020",2020-04-29 08:50:00+00:00,EBAY,2020-04-29,EBAY,2020-04-29,35.546600341796875,36.27520751953125,0.020497239418917214,1
"Morgan Stanley Maintains Equal-Weight on eBay, Raises Price Target to $35",2020-04-28 13:09:00+00:00,EBAY,2020-04-28,EBAY,2020-04-28,35.59214782714844,35.546600341796875,-0.0012797060063012124,0
"Benzinga's Top Upgrades, Downgrades For April 27, 2020",2020-04-27 13:32:00+00:00,EBAY,2020-04-27,EBAY,2020-04-27,36.09304428100586,35.59214782714844,-0.013877922016154816,0
"Deutsche Bank Maintains Hold on eBay, Raises Price Target to $42",2020-04-27 12:38:00+00:00,EBAY,2020-04-27,EBAY,2020-04-27,36.09304428100586,35.59214782714844,-0.013877922016154816,0
EBay shares are trading higher after Mizuho upgraded the company's stock from Underperform to Neutral and announced a $42 price target.,2020-04-27 11:36:00+00:00,EBAY,2020-04-27,EBAY,2020-04-27,36.09304428100586,35.59214782714844,-0.013877922016154816,0
"Mizuho Upgrades eBay to Neutral, Announces $42 Price Target",2020-04-27 09:13:00+00:00,EBAY,2020-04-27,EBAY,2020-04-27,36.09304428100586,35.59214782714844,-0.013877922016154816,0
"With Stores Shuttered, Stifel Turns Bullish On eBay",2020-04-24 19:37:00+00:00,EBAY,2020-04-24,EBAY,2020-04-24,35.838035583496094,36.09304428100586,0.0071155880437598715,1
"Benzinga's Top Upgrades, Downgrades For April 24, 2020",2020-04-24 13:38:00+00:00,EBAY,2020-04-24,EBAY,2020-04-24,35.838035583496094,36.09304428100586,0.0071155880437598715,1
"Credit Suisse Maintains Outperform on eBay, Lowers Price Target to $48",2020-04-24 12:28:00+00:00,EBAY,2020-04-24,EBAY,2020-04-24,35.838035583496094,36.09304428100586,0.0071155880437598715,1
10 Biggest Price Target Changes For Friday,2020-04-24 12:12:00+00:00,EBAY,2020-04-24,EBAY,2020-04-24,35.838035583496094,36.09304428100586,0.0071155880437598715,1
"A Peek Into The Markets: US Stock Futures Up Ahead Of Verizon, American Express Earnings",2020-04-24 09:59:00+00:00,EBAY,2020-04-24,EBAY,2020-04-24,35.838035583496094,36.09304428100586,0.0071155880437598715,1
"Stifel Upgrades eBay to Buy, Raises Price Target to $45",2020-04-24 08:57:00+00:00,EBAY,2020-04-24,EBAY,2020-04-24,35.838035583496094,36.09304428100586,0.0071155880437598715,1
Elliott Management's 'Gut Tells' Them Global Stocks Might Lose 50% In Value From February Levels,2020-04-17 10:08:00+00:00,EBAY,2020-04-17,EBAY,2020-04-17,34.11671829223633,34.28064727783203,0.004804945897536902,1
Activist Investors Go Dormant As COVID-19 Depresses Economy,2020-04-16 20:24:00+00:00,EBAY,2020-04-16,EBAY,2020-04-16,33.89814376831055,34.11671829223633,0.006447979140678322,1
"eBay Expects To Name A New Independent Direct To Board Within Next Few Months, Says Will Consider Individuals Starboard Nominated",2020-04-16 13:26:00+00:00,EBAY,2020-04-16,EBAY,2020-04-16,33.89814376831055,34.11671829223633,0.006447979140678322,1
"eBay, Starboard Value Issue Statement: Following Hiring Of Jamie Iannone As eBay CEO, Starboard Has Withdraw Nomination Of Director Candidates For Election",2020-04-16 13:26:00+00:00,EBAY,2020-04-16,EBAY,2020-04-16,33.89814376831055,34.11671829223633,0.006447979140678322,1
"eBay Says Increased Number Of Business Days Buyers Have To Ship A Return Back To Customer To 21 Days, Increased Number Of Business Days To Issue Refund To 5 Days",2020-04-14 21:39:00+00:00,EBAY,2020-04-14,EBAY,2020-04-14,32.550235748291016,32.96006774902344,0.01259075368613695,1
Shares of several online retailers are trading higher amid market strength. Online retailers have potentially benefited from physical store closings globally as a result of the coronavirus pandemic.,2020-04-14 16:54:00+00:00,EBAY,2020-04-14,EBAY,2020-04-14,32.550235748291016,32.96006774902344,0.01259075368613695,1
"JPMorgan, Wells Fargo Earnings Lower Than Expected, But Positive Tone Helps Shares",2020-04-14 13:56:00+00:00,EBAY,2020-04-14,EBAY,2020-04-14,32.550235748291016,32.96006774902344,0.01259075368613695,1
"Shares of several retail companies are trading higher amid positive market sentiment. Speculation some coronavirus hotspots leveling off has raised hopes of a return to economic activity, which could mean a rebound in consumer spending.",2020-04-08 18:13:00+00:00,EBAY,2020-04-08,EBAY,2020-04-08,30.063880920410156,30.81069564819336,0.02484092887941809,1
New Ganja Goddess Chair Discusses Surge In Deliveries Amid COVID-19,2020-04-07 21:31:00+00:00,EBAY,2020-04-07,EBAY,2020-04-07,28.797935485839844,30.063880920410156,0.04395958992243688,1
"Benzinga's Top Upgrades, Downgrades For April 6, 2020",2020-04-06 13:31:00+00:00,EBAY,2020-04-06,EBAY,2020-04-06,28.39720916748047,28.797935485839844,0.014111468348737359,1
eBay shares are trading higher after analysts at Guggenheim upgraded the stock to Buy.,2020-04-06 12:30:00+00:00,EBAY,2020-04-06,EBAY,2020-04-06,28.39720916748047,28.797935485839844,0.014111468348737359,1
Guggenheim Upgrades eBay to Buy,2020-04-06 11:36:00+00:00,EBAY,2020-04-06,EBAY,2020-04-06,28.39720916748047,28.797935485839844,0.014111468348737359,1
A Boon For Nintendo? Switches Are Sold Out Everywhere,2020-04-02 20:39:00+00:00,EBAY,2020-04-02,EBAY,2020-04-02,26.58481216430664,26.785181045532227,0.007536968099951658,1
"This Chart Shows E-Commerce Winners, Losers During Coronavirus Pandemic",2020-03-31 20:56:00+00:00,EBAY,2020-03-31,EBAY,2020-03-31,27.377166748046875,26.211406707763672,-0.04258147130459985,0
Piper Sandler Downgrades Twilio On Near-Term Revenue Risk,2020-03-31 15:59:00+00:00,EBAY,2020-03-31,EBAY,2020-03-31,27.377166748046875,26.211406707763672,-0.04258147130459985,0
"eBay Says Will Actively Remove Price Gouging, Prohibited Items From Co. Marketplace",2020-03-26 19:18:00+00:00,EBAY,2020-03-26,EBAY,2020-03-26,27.468242645263672,27.48645401000977,0.0006629970828962905,1
"US Attorney Generals In 32 States Tell Amazon, Walmart, Facebook, eBay To Take More Action To Stop Coronavirus Price Gouging",2020-03-25 16:04:00+00:00,EBAY,2020-03-25,EBAY,2020-03-25,25.838001251220703,27.468242645263672,0.06309471766768139,1
Stocks That Hit 52-Week Lows On Monday,2020-03-23 14:34:00+00:00,EBAY,2020-03-23,EBAY,2020-03-23,23.98917579650879,25.200475692749023,0.050493602052660694,1
Stocks That Hit 52-Week Lows On Friday,2020-03-20 18:26:00+00:00,EBAY,2020-03-20,EBAY,2020-03-20,25.118505477905273,23.98917579650879,-0.044960066688277484,0
"eBay Responds To Earlier Starboard Letter, Calls Firm's Actions 'Unwarranted, Unreasonable and Detrimental'",2020-03-19 18:19:00+00:00,EBAY,2020-03-19,EBAY,2020-03-19,26.958221435546875,25.118505477905273,-0.06824322450351893,0
"eBay Issues Press Release With Response To Starboards 'Unwarranted, Unreasonable and Detrimental' Actions For Co.",2020-03-19 18:12:00+00:00,EBAY,2020-03-19,EBAY,2020-03-19,26.958221435546875,25.118505477905273,-0.06824322450351893,0
Stocks That Hit 52-Week Lows On Thursday,2020-03-19 14:49:00+00:00,EBAY,2020-03-19,EBAY,2020-03-19,26.958221435546875,25.118505477905273,-0.06824322450351893,0
"Starboard Value Sends Letter To eBay Board: Offers Input On CEO Search Process, Nominates 4 Directors To Board",2020-03-19 12:18:00+00:00,EBAY,2020-03-19,EBAY,2020-03-19,26.958221435546875,25.118505477905273,-0.06824322450351893,0
Shen Takes Reins As Transfix's New CEO; McElroy To Be Chairman,2020-03-18 18:11:00+00:00,EBAY,2020-03-18,EBAY,2020-03-18,28.506502151489254,26.958221435546875,-0.054313247823759854,0
"Shares of several consumer goods and consumer staples companies are trading higher as markets rebound from Market's crash. Additionally, investors speculate the coronavirus outbreak may lead to bulk spending on several staples.",2020-03-17 13:24:00+00:00,EBAY,2020-03-17,EBAY,2020-03-17,30.30978012084961,28.506502151489254,-0.05949492085295298,0
Stocks That Hit 52-Week Lows On Thursday,2020-03-12 16:10:00+00:00,EBAY,2020-03-12,EBAY,2020-03-12,30.08209800720215,30.95641708374023,0.02906443148774916,1
Starboard Nominated Minority Slate Of Directors To eBay Board,2020-03-11 17:59:00+00:00,EBAY,2020-03-11,EBAY,2020-03-11,31.721446990966797,30.08209800720215,-0.05167951462716944,0
Hearing Permira Exploring A Joint Bid For eBay's Classified Ads Unit,2020-03-06 15:44:00+00:00,EBAY,2020-03-06,EBAY,2020-03-06,33.1422233581543,32.34986114501953,-0.023907937755775616,0
24 Consumer Cyclical Stocks Moving In Friday's Pre-Market Session,2020-03-06 13:12:00+00:00,EBAY,2020-03-06,EBAY,2020-03-06,33.1422233581543,32.34986114501953,-0.023907937755775616,0
"House Lawmakers Demand Amazon, eBay Take Stronger Action Against Stolen And Fake Products",2020-03-05 11:39:00+00:00,EBAY,2020-03-05,EBAY,2020-03-05,33.89814376831055,33.1422233581543,-0.022299758220475693,0
eBay to Begin Managing Payments in the UK,2020-02-26 10:13:00+00:00,EBAY,2020-02-26,EBAY,2020-02-26,33.26286697387695,31.76698303222656,-0.04497158777158893,0
"eBay Option Alert: Jan, 2022 $60 Calls at the Ask: 500 @ $0.541 vs 72 OI; Earnings 4/21 After Close [est] Ref=$36.75",2020-02-25 20:13:00+00:00,EBAY,2020-02-25,EBAY,2020-02-25,33.054344177246094,33.26286697387695,0.006308483856545611,1
10 Biggest Price Target Changes For Tuesday,2020-02-25 13:56:00+00:00,EBAY,2020-02-25,EBAY,2020-02-25,33.054344177246094,33.26286697387695,0.006308483856545611,1
"RBC Capital Maintains Sector Perform on eBay, Lowers Price Target to $34",2020-02-25 13:45:00+00:00,EBAY,2020-02-25,EBAY,2020-02-25,33.054344177246094,33.26286697387695,0.006308483856545611,1
eBay Option Alert: Apr 17 $37 Puts at the Bid: 8000 @ $1.45 vs 853 OI; Earnings 4/21 After Close [est] Ref=$37.365,2020-02-24 18:31:00+00:00,EBAY,2020-02-24,EBAY,2020-02-24,33.77961349487305,33.054344177246094,-0.021470622147202245,0
eBay Shares Unaffected As eBay Canada Reports Renewed Partnership With Shippo To Offer Shipping Services For Canadian Sellers On eBay,2020-02-24 17:03:00+00:00,EBAY,2020-02-24,EBAY,2020-02-24,33.77961349487305,33.054344177246094,-0.021470622147202245,0
"eBay shares are trading higher following a report suggesting the company is moving towards a sale of its classifieds unit, which could be worth up to $10 billion.",2020-02-21 18:10:00+00:00,EBAY,2020-02-21,EBAY,2020-02-21,34.631805419921875,33.77961349487305,-0.0246072046985632,0
"'eBay Moving Toward a Sale of Classifieds Unit, Which Could Be Worth Roughly $10 Billion'",2020-02-21 17:59:00+00:00,EBAY,2020-02-21,EBAY,2020-02-21,34.631805419921875,33.77961349487305,-0.0246072046985632,0
"eBay Filing Shows Registration For Mixed Securities Offering, No Size Disclosed",2020-02-18 21:54:00+00:00,EBAY,2020-02-18,EBAY,2020-02-18,34.332645416259766,34.02439498901367,-0.008978347677808361,0
"Q4 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios",2020-02-18 18:00:00+00:00,EBAY,2020-02-18,EBAY,2020-02-18,34.332645416259766,34.02439498901367,-0.008978347677808361,0
Soros 13F Shows Liquidated Stake In eBay,2020-02-14 21:13:00+00:00,EBAY,2020-02-14,EBAY,2020-02-14,34.57741928100586,34.332645416259766,-0.007079009071118082,0
6 Consumer Cyclical Stocks Moving In Friday's Pre-Market Session,2020-02-14 13:22:00+00:00,EBAY,2020-02-14,EBAY,2020-02-14,34.57741928100586,34.332645416259766,-0.007079009071118082,0
30 Stocks Moving in Friday's Pre-Market Session,2020-02-14 12:11:00+00:00,EBAY,2020-02-14,EBAY,2020-02-14,34.57741928100586,34.332645416259766,-0.007079009071118082,0
eBay Adds $3B To Buyback,2020-02-13 21:18:00+00:00,EBAY,2020-02-13,EBAY,2020-02-13,33.71615219116211,34.57741928100586,0.025544643557206113,1
"eBay Sees FY20 Adj. EPS $3-$3.10 vs $3.01 Estimate, Sales $9.56B-$9.76B vs $10.83B Est.",2020-02-13 21:18:00+00:00,EBAY,2020-02-13,EBAY,2020-02-13,33.71615219116211,34.57741928100586,0.025544643557206113,1
"eBay Sees Q1 Adj. EPS $0.72-$0.75 vs $0.72 Estimate, Sales $2.31B-$2.36B vs $2.58B Est.",2020-02-13 21:17:00+00:00,EBAY,2020-02-13,EBAY,2020-02-13,33.71615219116211,34.57741928100586,0.025544643557206113,1
eBay 13G Shows Vanguard Group Has 7.31% Stake In Co,2020-02-13 17:40:00+00:00,EBAY,2020-02-13,EBAY,2020-02-13,33.71615219116211,34.57741928100586,0.025544643557206113,1
Shopify Tops Fourth Quarter Estimates – Shopping Therapy Indeed Seems To Relieve Stress!,2020-02-13 16:15:00+00:00,EBAY,2020-02-13,EBAY,2020-02-13,33.71615219116211,34.57741928100586,0.025544643557206113,1
eBay Option Alert: Fri $36.5 Calls Sweep (20) near the Ask: 960 @ $0.651 vs 3678 OI; Ref=$36.88,2020-02-12 14:42:00+00:00,EBAY,2020-02-12,EBAY,2020-02-12,33.679901123046875,33.71615219116211,0.0010763412868343629,1
eBay Option Alert: Fri $36.5 Calls Sweep (35) near the Ask: 1687 @ $0.46 vs 1020 OI; Ref=$36.46,2020-02-11 14:44:00+00:00,EBAY,2020-02-11,EBAY,2020-02-11,33.036216735839844,33.679901123046875,0.019484204028384414,1
95 Biggest Movers From Friday,2020-02-10 10:20:00+00:00,EBAY,2020-02-10,EBAY,2020-02-10,32.65544509887695,33.036216735839844,0.011660280109793563,1
"Benzinga Pro's Top 5 Stocks To Watch For Fri., Feb. 7, 2020: EBAY, GOOS, SPR, RCL, XNET",2020-02-07 13:39:00+00:00,EBAY,2020-02-07,EBAY,2020-02-07,32.818634033203125,32.65544509887695,-0.004972447487030419,0
4 Consumer Cyclical Stocks Moving In Friday's Pre-Market Session,2020-02-07 12:36:00+00:00,EBAY,2020-02-07,EBAY,2020-02-07,32.818634033203125,32.65544509887695,-0.004972447487030419,0
46 Stocks Moving in Friday's Pre-Market Session,2020-02-07 12:25:00+00:00,EBAY,2020-02-07,EBAY,2020-02-07,32.818634033203125,32.65544509887695,-0.004972447487030419,0
eBay shares trading lower following report Intercontinental Exchange has said it decided to end discussions with the company.,2020-02-07 12:16:00+00:00,EBAY,2020-02-07,EBAY,2020-02-07,32.818634033203125,32.65544509887695,-0.004972447487030419,0
NYSE Owner Is Not Buying eBay,2020-02-07 04:14:00+00:00,EBAY,2020-02-07,EBAY,2020-02-07,32.818634033203125,32.65544509887695,-0.004972447487030419,0
29 Stocks Moving In Thursday's After-Hours Session,2020-02-06 22:23:00+00:00,EBAY,2020-02-06,EBAY,2020-02-06,34.45049285888672,32.818634033203125,-0.047368228732398106,0
eBay shares trading lower following report Intercontinental Exchange has said it decided to end discussions with the company.,2020-02-06 21:51:00+00:00,EBAY,2020-02-06,EBAY,2020-02-06,34.45049285888672,32.818634033203125,-0.047368228732398106,0
"eBay Shares Fall As Intercontinental Exchange Has Said Based On Investor Conversations Following Co. Earnings Call, Co. Has Decided To Stop Discussions with eBay",2020-02-06 21:32:00+00:00,EBAY,2020-02-06,EBAY,2020-02-06,34.45049285888672,32.818634033203125,-0.047368228732398106,0
BitTorrent CEO Justin Sun's $4.5-Million Dinner With Warren Buffett,2020-02-06 20:33:00+00:00,EBAY,2020-02-06,EBAY,2020-02-06,34.45049285888672,32.818634033203125,-0.047368228732398106,0
5 Self-Employment Ideas For The Restless Retiree,2020-02-06 16:32:00+00:00,EBAY,2020-02-06,EBAY,2020-02-06,34.45049285888672,32.818634033203125,-0.047368228732398106,0
"eBay shares are trading higher after the Intercontinental Exchange CEO said eBay has more synergies with his company rather than other e-commerce companies and would ""love"" to talk with the company.",2020-02-06 15:13:00+00:00,EBAY,2020-02-06,EBAY,2020-02-06,34.45049285888672,32.818634033203125,-0.047368228732398106,0
"Intercontinental Exchange Inc CEO Says eBay Has More Synergies With Exchange World Than With E-Commerce Companies Like Amazon, Says Would 'Love' To Talk To eBay Management About How ICE Could Help Run The Company",2020-02-06 14:42:00+00:00,EBAY,2020-02-06,EBAY,2020-02-06,34.45049285888672,32.818634033203125,-0.047368228732398106,0
"'How Can You Be Short This Market?': PreMarket Prep Recap For Feb. 5, 2020",2020-02-05 16:15:00+00:00,EBAY,2020-02-05,EBAY,2020-02-05,33.66176223754883,34.45049285888672,0.02343105556304126,1
