title,stock,Ticker,NewsDate,ClosePrice,NextClose,Return1D,UpDownLabel
"'No Easy Fixes' For A Lagging eBay, BofA Says In Downgrade",EBAY,EBAY,2018-10-22,25.444496154785156,25.176563262939453,-0.0105300922531851,0
"Benzinga's Top Upgrades, Downgrades For October 22, 2018",EBAY,EBAY,2018-10-22,25.444496154785156,25.176563262939453,-0.0105300922531851,0
Bank of America Downgrades eBay to Neutral,EBAY,EBAY,2018-10-22,25.444496154785156,25.176563262939453,-0.0105300922531851,0
eBay Announces a Program for Users to Sell Smartphones,EBAY,EBAY,2018-10-22,25.444496154785156,25.176563262939453,-0.0105300922531851,0
58 Biggest Movers From Friday,EBAY,EBAY,2018-10-22,25.444496154785156,25.176563262939453,-0.0105300922531851,0
42 Stocks Moving In Friday's Mid-Day Session,EBAY,EBAY,2018-10-19,25.67670440673828,25.444496154785156,-0.0090435379975082,0
10 Biggest Price Target Changes For Friday,EBAY,EBAY,2018-10-19,25.67670440673828,25.444496154785156,-0.0090435379975082,0
"Benzinga's Top Upgrades, Downgrades For October 19, 2018",EBAY,EBAY,2018-10-19,25.67670440673828,25.444496154785156,-0.0090435379975082,0
22 Stocks Moving In Friday's Pre-Market Session,EBAY,EBAY,2018-10-19,25.67670440673828,25.444496154785156,-0.0090435379975082,0
"Stifel Nicolaus Downgrades eBay to Hold, Lowers Price Target to $35",EBAY,EBAY,2018-10-19,25.67670440673828,25.444496154785156,-0.0090435379975082,0
"eBay Files Suit Against Amazon, Alleging Amazon Poached Sellers",EBAY,EBAY,2018-10-17,28.597148895263672,28.177387237548828,-0.0146784443180755,0
Analysts Bullish On Farfetch After September IPO,EBAY,EBAY,2018-10-16,28.802560806274418,28.597148895263672,-0.0071317238905367,0
"Activist Investor Carl Icahn To Appear On CNBC At Noon EST; Watch For Comments On Dell, Ebay And Tenneco",EBAY,EBAY,2018-10-15,28.454246520996097,28.802560806274418,0.0122412057202534,1
"Stocks Which Set New 52-Week Low Yesterday, October 11th",EBAY,EBAY,2018-10-12,28.32921028137207,28.454246520996097,0.0044136860287363,1
10 Biggest Price Target Changes For Thursday,EBAY,EBAY,2018-10-11,28.04342460632324,28.32921028137207,0.0101908265149753,1
"Stocks Which Set New 52-Week Low Yesterday, October 10th",EBAY,EBAY,2018-10-11,28.04342460632324,28.32921028137207,0.0101908265149753,1
"Baird Maintains Outperform on eBay, Lowers Price Target to $41",EBAY,EBAY,2018-10-11,28.04342460632324,28.32921028137207,0.0101908265149753,1
"Stocks That Made New 52-Week Lows So Far Today Include: Goldman Sachs, Morgan Stanley, eBay, International Paper, WestRock, Quanta Services, PPG Industries, Vulcan Materials, Illinois Tool Works, Pentair, Affiliated Managers Group, and Goodyear Tire",EBAY,EBAY,2018-10-10,28.28455924987793,28.04342460632324,-0.0085253102735101,0
Hearing TheDeal Reporting Carl Icahn Is Targeting eBay,EBAY,EBAY,2018-10-09,29.722448348999023,28.28455924987793,-0.0483772091127048,0
"Stocks Which Set New 52-Week Low Friday, October 5th",EBAY,EBAY,2018-10-08,29.0972900390625,29.722448348999023,0.0214851042518826,1
"Stocks Which Set New 52-Week Low Yesterday, October 2nd",EBAY,EBAY,2018-10-03,29.249113082885746,29.14193344116211,-0.0036643723664342,0
"eBay Sends Cease-And-Desist Letter To Amazon, Claims Illegal Poaching",EBAY,EBAY,2018-10-03,29.249113082885746,29.14193344116211,-0.0036643723664342,0
"Stocks Which Set New 52-Week Low Yesterday, October 1st",EBAY,EBAY,2018-10-02,29.079421997070312,29.249113082885746,0.0058354353065383,1
"Stocks Which Set New 52-Week Low Yesterday, September 25th",EBAY,EBAY,2018-09-26,29.990392684936523,29.776044845581055,-0.0071472168306462,0
"Stocks That Made New 52-Week Lows So Far Today Include: eBay, Invesco, Martin Marietta Materials, Dentsply Sirona, AutoNation, Whirlpool, CBOE, and GE",EBAY,EBAY,2018-09-25,29.258039474487305,29.990392684936523,0.0250308367752331,1
Investors Line Up For Eventbrite's Wall Street Debut,EBAY,EBAY,2018-09-20,30.5798397064209,30.401214599609375,-0.0058412702135262,0
eBay Tells Benzinga Its 'Bringing Customer Service Back' To The U.S. With A New Work-From-Home Program,EBAY,EBAY,2018-09-20,30.5798397064209,30.401214599609375,-0.0058412702135262,0
New eBay Work-From-Home Program Creates Onshore Customer Service Jobs,EBAY,EBAY,2018-09-20,30.5798397064209,30.401214599609375,-0.0058412702135262,0
"Benzinga's Top Upgrades, Downgrades For September 14, 2018",EBAY,EBAY,2018-09-14,30.454795837402344,30.544111251831055,0.0029327208399479,1
"Wedbush Initiates Coverage On eBay with Neutral Rating, Announces $36 Price Target",EBAY,EBAY,2018-09-14,30.454795837402344,30.544111251831055,0.0029327208399479,1
"Detroit Startup StockX, In 'Hypergrowth' Phase, Closes On Record $44M Series B Funding Round",EBAY,EBAY,2018-09-13,30.758453369140625,30.454795837402344,-0.0098723277173271,0
Form 4 Filing Late Friday Showed eBay SVP Jae Hyun Lee Sold 26.204K Shares at $35.08,EBAY,EBAY,2018-09-04,31.07996940612793,30.481586456298828,-0.0192530096156118,0
"ESPN and eBay Announce Partnership To Make eBay's Sports Equipment, Memorabilia, And Collectibles More Discoverable On ESPN",EBAY,EBAY,2018-09-04,31.07996940612793,30.481586456298828,-0.0192530096156118,0
This Is How Much You're Worth On The Dark Web,EBAY,EBAY,2018-08-29,31.196069717407227,31.07996940612793,-0.0037216326393357,0
"Q2 13F Roundup: How Buffett, Einhorn, Loeb And Others Adjusted Their Portfolio",EBAY,EBAY,2018-08-15,30.240447998046875,30.160079956054688,-0.0026576339741189,0
Tudor Investment Corp 13F Shows Raised Stake In Ebay From ~160K Shares To~264.3K Shares,EBAY,EBAY,2018-08-14,30.72273063659668,30.240447998046875,-0.0156979092859445,0
"13F Filing From Tiger Global Shows Exited Stake In Carmax, Caesars Entertainment, eBay and Domino's",EBAY,EBAY,2018-08-14,30.72273063659668,30.240447998046875,-0.0156979092859445,0
"Stocks Which Set New 52-Week Low Yesterday, August 1st",EBAY,EBAY,2018-08-02,29.668874740600582,30.061838150024418,0.0132449718049495,1
"Stocks Which Set New 52-Week Low Yesterday, July 31",EBAY,EBAY,2018-08-01,29.55276679992676,29.668874740600582,0.0039288348688255,1
Barbie World Isn't So Fantastic: A Look At The Challenges Facing Mattel,EBAY,EBAY,2018-07-27,30.19580078125,30.070762634277344,-0.0041409117737423,0
"Stocks Which Set New 52-Week Low Yesterday, July 25th",EBAY,EBAY,2018-07-26,30.74952507019043,30.19580078125,-0.0180075720739253,0
"Stocks That Made New 52 Week Lows Earlier Include: Ford, L Brands, Goodyear Tire, AT&T, and eBay",EBAY,EBAY,2018-07-25,30.267250061035156,30.74952507019043,0.0159338892097149,1
"Stocks Which Set New 52-Week Lows Yesterday, July 24th:",EBAY,EBAY,2018-07-25,30.267250061035156,30.74952507019043,0.0159338892097149,1
Stocks Which Set New 52-Week Lows Yesterday:,EBAY,EBAY,2018-07-24,29.936796188354492,30.267250061035156,0.0110383846889137,1
Flipkart to close eBay.in,EBAY,EBAY,2018-07-24,29.936796188354492,30.267250061035156,0.0110383846889137,1
"Stocks Making 52-Week Lows In Today's Session Include: Goodyear Tire, AT&T, eBay, and Western Digital",EBAY,EBAY,2018-07-23,30.17793655395508,29.936796188354492,-0.0079906180851515,0
Macquarie Sees eBay Exploring M&A If It Can't Reaccelerate By 2019,EBAY,EBAY,2018-07-20,30.544111251831055,30.17793655395508,-0.0119883893447389,0
"BMO Capital Maintains Outperform on eBay, Lowers Price Target to $53",EBAY,EBAY,2018-07-20,30.544111251831055,30.17793655395508,-0.0119883893447389,0
Stocks Which Set New 52-Week Low Yesterday,EBAY,EBAY,2018-07-20,30.544111251831055,30.17793655395508,-0.0119883893447389,0
50 Biggest Movers From Yesterday,EBAY,EBAY,2018-07-20,30.544111251831055,30.17793655395508,-0.0119883893447389,0
40 Stocks Moving In Thursday's Mid-Day Session,EBAY,EBAY,2018-07-19,30.46373176574707,30.544111251831055,0.0026385305221982,1
Wall Street Weighs In On eBay's Q2 Earnings,EBAY,EBAY,2018-07-19,30.46373176574707,30.544111251831055,0.0026385305221982,1
"Amid Increasing Competition, This ETF Packs On Assets",EBAY,EBAY,2018-07-19,30.46373176574707,30.544111251831055,0.0026385305221982,1
Wall Street Appears Set For A Pause After Recent Gains,EBAY,EBAY,2018-07-19,30.46373176574707,30.544111251831055,0.0026385305221982,1
Benzinga Pro's 5 Stocks To Watch Today,EBAY,EBAY,2018-07-19,30.46373176574707,30.544111251831055,0.0026385305221982,1
"Benzinga's Top Upgrades, Downgrades For July 19, 2018",EBAY,EBAY,2018-07-19,30.46373176574707,30.544111251831055,0.0026385305221982,1
"UBS Maintains Buy on eBay, Lowers Price Target to $44",EBAY,EBAY,2018-07-19,30.46373176574707,30.544111251831055,0.0026385305221982,1
"Morgan Stanley Maintains Overweight on eBay, Lowers Price Target to $55",EBAY,EBAY,2018-07-19,30.46373176574707,30.544111251831055,0.0026385305221982,1
26 Stocks Moving In Thursday's Pre-Market Session,EBAY,EBAY,2018-07-19,30.46373176574707,30.544111251831055,0.0026385305221982,1
Raymond James Downgrades eBay to Outperform,EBAY,EBAY,2018-07-19,30.46373176574707,30.544111251831055,0.0026385305221982,1
"A Peek Into The Markets: US Stock Futures Down Ahead Of Earnings, Economic Data",EBAY,EBAY,2018-07-19,30.46373176574707,30.544111251831055,0.0026385305221982,1
"10 Stocks To Watch For July 19, 2018",EBAY,EBAY,2018-07-19,30.46373176574707,30.544111251831055,0.0026385305221982,1
5 Stocks Moving In Wednesday's After-Hours Session,EBAY,EBAY,2018-07-18,33.89324951171875,30.46373176574707,-0.1011858643056903,0
CORRECTION: eBay Q2 Sales $2.64B vs $2.66B Estimate,EBAY,EBAY,2018-07-18,33.89324951171875,30.46373176574707,-0.1011858643056903,0
"eBay Sees Q3 Adj. EPS $0.54-$0.56 vs $0.56 Est., Sales $2.64B-$2.69B vs $2.73B Est.; FY18 Adj. EPS $2.28-$2.32 vs $2.27 Est., Sales $10.75B-$10.85B vs $10.95B Est.",EBAY,EBAY,2018-07-18,33.89324951171875,30.46373176574707,-0.1011858643056903,0
"eBay Q2 Adj. EPS $0.53 Beats $0.51 Estimate, Sales $2.64B vs $2.66B Estimate",EBAY,EBAY,2018-07-18,33.89324951171875,30.46373176574707,-0.1011858643056903,0
"Notable Earnings Expected Out After The Close Wed.: IBM (IBM), Alcoa (AA), eBay (EBAY), American Express (AXP), Canadian-Pacific (CP)",EBAY,EBAY,2018-07-18,33.89324951171875,30.46373176574707,-0.1011858643056903,0
"11 Stocks To Watch For July 18, 2018",EBAY,EBAY,2018-07-18,33.89324951171875,30.46373176574707,-0.1011858643056903,0
"Earnings Scheduled For July 18, 2018",EBAY,EBAY,2018-07-18,33.89324951171875,30.46373176574707,-0.1011858643056903,0
Another Online Retail ETF Arrives From ProShares,EBAY,EBAY,2018-07-17,33.768218994140625,33.89324951171875,0.0037026091781689,1
"The Week Ahead: Netflix Earnings, Comic-Con, 'IPO Thursday' And More",EBAY,EBAY,2018-07-16,33.6967658996582,33.768218994140625,0.0021204733621972,1
"Credit Suisse Maintains Outperform on eBay, Lowers Price Target to $58",EBAY,EBAY,2018-07-16,33.6967658996582,33.768218994140625,0.0021204733621972,1
E-Commerce Sales Tax Ruling A Non-Starter For Online Retail ETF,EBAY,EBAY,2018-07-13,33.58959197998047,33.6967658996582,0.0031906883460093,1
"Bank of America Maintains Buy on eBay, Lowers Price Target to $46",EBAY,EBAY,2018-07-13,33.58959197998047,33.6967658996582,0.0031906883460093,1
"Benzinga's Top Upgrades, Downgrades For July 10, 2018",EBAY,EBAY,2018-07-10,33.08051681518555,33.02694320678711,-0.0016194912763226,0
SunTrust Robinson Humphrey Downgrades eBay to Hold,EBAY,EBAY,2018-07-10,33.08051681518555,33.02694320678711,-0.0016194912763226,0
EBay Cuts Low Single-Digit Percentage of Global Workforce,EBAY,EBAY,2018-06-28,32.276737213134766,32.38390350341797,0.0033202330698901,1
"Hearing Baird Out Defending Amazon, Ebay, Shopify Following Online Tax Ruling, Says Buy On Weakness",EBAY,EBAY,2018-06-21,33.946842193603516,34.01828384399414,0.0021045153473534,1
Supreme Court Rules States Can Levy Tax On Internet Sales; E-Commerce Stocks Sell Off,EBAY,EBAY,2018-06-21,33.946842193603516,34.01828384399414,0.0021045153473534,1
"Similar To Uber, eBay Network Effects Offer Big Upside",EBAY,EBAY,2018-06-08,35.983116149902344,36.1617317199707,0.0049638716481436,1
"Wedbush Names PayPal As A 'Best Idea,' Projects 20% Upside",EBAY,EBAY,2018-06-08,35.983116149902344,36.1617317199707,0.0049638716481436,1
Form 4 Filing Late Wednesday Showed eBay CAO Brian Eoerger Sold 9.232K Shares at $38.15,EBAY,EBAY,2018-05-31,33.68783187866211,34.241554260253906,0.0164368660941497,1
"StockX, AutoBooks CEOs Talk Tech In The Motor City At Detroit Fintech Association Gathering",EBAY,EBAY,2018-05-30,33.80393600463867,33.68783187866211,-0.0034346333504071,0
TechCrunch Reports 'FCC Asks Amazon And Ebay To Stop Selling Fake Pay TV Boxes',EBAY,EBAY,2018-05-29,33.51814270019531,33.80393600463867,0.0085265256789331,1
"Out With The Old, In With The New: Telecom Sector To Become Communications Services Sector",EBAY,EBAY,2018-05-24,33.75033950805664,33.884315490722656,0.0039696188132873,1
Form 4 Filing Late Friday Showed eBay SVP Marie Huber Sold 35.631K Shares at $38,EBAY,EBAY,2018-05-21,34.196895599365234,33.732486724853516,-0.0135804395800284,0
StockX CEO Josh Luber: 'Maybe One Day You Can Invest In The Jordan Index Instead Of The Dow',EBAY,EBAY,2018-05-16,34.25048065185547,34.295143127441406,0.0013039955859281,1
"With Only A Fraction Of Amazon's Sales, Alibaba Earns Nearly The Same Profit",EBAY,EBAY,2018-05-11,34.17010498046875,34.28621292114258,0.0033979392436808,1
UPDATE: Goldman's New Credit Card Will Carry Apple Pay Brand,EBAY,EBAY,2018-05-10,34.38444900512695,34.17010498046875,-0.006233749001656,0
UPDATE: eBay Says Will Relaunch eBay India,EBAY,EBAY,2018-05-09,34.1433219909668,34.38444900512695,0.0070622013354163,1
eBay To Sell Holdings In Flipkart For Gross Proceeds ~$1.1B,EBAY,EBAY,2018-05-09,34.1433219909668,34.38444900512695,0.0070622013354163,1
StubHub Selects Google Cloud and Pivotal as Cloud Service Providers,EBAY,EBAY,2018-05-09,34.1433219909668,34.38444900512695,0.0070622013354163,1
Walmart to Buy 75% Stake in Flipkart for $15B,EBAY,EBAY,2018-05-09,34.1433219909668,34.38444900512695,0.0070622013354163,1
UPDATE: Alphabet Likely to Participate in Flipkart Investment with Walmart,EBAY,EBAY,2018-05-04,33.937896728515625,33.7592887878418,-0.0052627875587751,0
Flipkart Board Said to Approve $15B Deal to Sell ~75% of Co to Walmart-Led Group,EBAY,EBAY,2018-05-04,33.937896728515625,33.7592887878418,-0.0052627875587751,0
Flipkart Set Aside $400M to Buy Back Shares Ahead of Investment from Walmart to be Recognized as Private Company in Singapore,EBAY,EBAY,2018-05-02,33.2055549621582,33.61638259887695,0.0123722563043122,1
Amazon Makes Offer for 60% Stake in Flipkart at Par with Walmart Bid; Includes $2B Breakup Fee,EBAY,EBAY,2018-05-02,33.2055549621582,33.61638259887695,0.0123722563043122,1
Form 4 Filing Late Monday Showed eBay CTO Fisher Sold 86.843K Shares at Avg. Prices Ranging From $38.06 to $38.19,EBAY,EBAY,2018-05-01,33.78607940673828,33.2055549621582,-0.0171823560109285,0
"Pitney Bowes, eBay Renew Partnership to Help Millions of eBay Sellers Reach Buyers Internationally",EBAY,EBAY,2018-05-01,33.78607940673828,33.2055549621582,-0.0171823560109285,0
50 Biggest Movers From Yesterday,EBAY,EBAY,2018-04-27,34.1433219909668,33.83073425292969,-0.0091551647528559,0
SoftBank wants Flipkart to Delay Walmart Deal and Wait for Amazon Offer,EBAY,EBAY,2018-04-27,34.1433219909668,33.83073425292969,-0.0091551647528559,0
40 Stocks Moving In Thursday's Mid-Day Session,EBAY,EBAY,2018-04-26,34.54521179199219,34.1433219909668,-0.0116337338860533,0
"Macquarie Maintains Neutral on eBay, Lowers Price Target to $44.00",EBAY,EBAY,2018-04-26,34.54521179199219,34.1433219909668,-0.0116337338860533,0
25 Stocks Moving In Thursday's Pre-Market Session,EBAY,EBAY,2018-04-26,34.54521179199219,34.1433219909668,-0.0116337338860533,0
9 Stocks Moving In Wednesday's After-Hours Session,EBAY,EBAY,2018-04-25,36.59041595458984,34.54521179199219,-0.0558945316482826,0
"eBay Sees FY18 Adj. EPS $2.25-$2.30 Beats $2.29 Est., Sales $10.9B-$11.1B vs $11B Est.",EBAY,EBAY,2018-04-25,36.59041595458984,34.54521179199219,-0.0558945316482826,0
"eBay Sees Q2 Adj. EPS $0.50-$0.52 vs $0.52 Est., Sales $2.64B-$2.68B vs $2.69B Est.",EBAY,EBAY,2018-04-25,36.59041595458984,34.54521179199219,-0.0558945316482826,0
"eBay Q1 Adj. EPS $0.53, Inline, Sales $2.6B Beats $2.59B Est.",EBAY,EBAY,2018-04-25,36.59041595458984,34.54521179199219,-0.0558945316482826,0
"Earnings Scheduled For April 25, 2018",EBAY,EBAY,2018-04-25,36.59041595458984,34.54521179199219,-0.0558945316482826,0
UPDATE: eBay Confirms Signing Of Previously Announced Agreement To Accept PayPal Until July 2023,EBAY,EBAY,2018-04-23,37.15306854248047,36.7779655456543,-0.0100961511805487,0
"eBay, PayPal Report Finalization Of New Payments Deal",EBAY,EBAY,2018-04-23,37.15306854248047,36.7779655456543,-0.0100961511805487,0
"The Week Ahead: Sohn Conference, FANG Earnings, DocuSign IPO",EBAY,EBAY,2018-04-23,37.15306854248047,36.7779655456543,-0.0100961511805487,0
"Credit Suisse Maintains Outperform on eBay, Raises Price Target to $60.00",EBAY,EBAY,2018-04-20,37.68893051147461,37.15306854248047,-0.0142180200319293,0
"Benzinga Pro's Most-Searched Tickers For Morning Of Thurs., Apr. 19, 2018",EBAY,EBAY,2018-04-19,37.60855484008789,37.68893051147461,0.0021371645820605,1
UPDATE: Amazon Says More Than Half Of Units Sold On Amazon Were From Third-Party Sellers,EBAY,EBAY,2018-04-18,37.28704071044922,37.60855484008789,0.0086226775714215,1
"Benzinga's Top Analyst Calls From April 18, 2018",EBAY,EBAY,2018-04-18,37.28704071044922,37.60855484008789,0.0086226775714215,1
"Piper Reiterates eBay Overweight Rating And $89 Price Target Following News Of Amazon Partnership, Says It's A Very Smart Win-Win Relationship And Believes It Will Be A Revenue Driver For 2nd Half 2018 And 2019",EBAY,EBAY,2018-04-18,37.28704071044922,37.60855484008789,0.0086226775714215,1
7 Biggest Price Target Changes For Wednesday,EBAY,EBAY,2018-04-18,37.28704071044922,37.60855484008789,0.0086226775714215,1
"Benzinga's Top Upgrades, Downgrades For April 18, 2018",EBAY,EBAY,2018-04-18,37.28704071044922,37.60855484008789,0.0086226775714215,1
"The Market In 5 Minutes: Tesla Production, eBay Upgrade, China And More",EBAY,EBAY,2018-04-18,37.28704071044922,37.60855484008789,0.0086226775714215,1
"Morgan Stanley Double Upgrades eBay, Names Stock A Top Large-Cap Pick",EBAY,EBAY,2018-04-18,37.28704071044922,37.60855484008789,0.0086226775714215,1
24 Stocks Moving In Wednesday's Pre-Market Session,EBAY,EBAY,2018-04-18,37.28704071044922,37.60855484008789,0.0086226775714215,1
Morgan Stanley Upgrades eBay to Overweight,EBAY,EBAY,2018-04-18,37.28704071044922,37.60855484008789,0.0086226775714215,1
Morgan Stanley Upgrades Ebay to Overweight from Underweight; Raises PT to $58 from $36,EBAY,EBAY,2018-04-18,37.28704071044922,37.60855484008789,0.0086226775714215,1
A Trader's Guide To The Art Of Determining Value,EBAY,EBAY,2018-04-13,35.63479232788086,35.893795013427734,0.0072682529805071,1
"Monness, Crespi, Hardt Transfers Shares Of eBay To Analyst James Chartier Who Gives The Stock A Buy Rating, The Prior Analyst Covering eBay Had A Neutral Rating",EBAY,EBAY,2018-04-13,35.63479232788086,35.893795013427734,0.0072682529805071,1
Baird On eBay Highlights Proprietary Tracker Of Merchandise Volume Indicates Growth In Mar. Up To Low Double-Digit Range,EBAY,EBAY,2018-04-12,36.197452545166016,35.63479232788086,-0.0155441937960437,0
KeyBanc Adds eBay To Cart On Accelerated GMV,EBAY,EBAY,2018-04-11,35.57228088378906,36.197452545166016,0.0175746858465253,1
"Benzinga's Top Upgrades, Downgrades For April 11, 2018",EBAY,EBAY,2018-04-11,35.57228088378906,36.197452545166016,0.0175746858465253,1
"KeyBanc Assumes eBay at Overweight, Announces Price Target $50.00",EBAY,EBAY,2018-04-11,35.57228088378906,36.197452545166016,0.0175746858465253,1
Walmart Completes Due Diligence for Acquiring 51% Stake in Flipkart,EBAY,EBAY,2018-04-06,34.91139221191406,34.72382736206055,-0.0053725972517792,0
